timestamp,node_count,pod_count
2023-07-25 15:22:52,4,9
2023-07-25 15:22:53,4,9
2023-07-25 15:22:54,4,9
2023-07-25 15:22:55,4,9
2023-07-25 15:22:56,4,9
2023-07-25 15:22:58,4,9
2023-07-25 15:22:59,4,9
2023-07-25 15:23:00,4,9
2023-07-25 15:23:01,4,9
2023-07-25 15:23:02,4,9
2023-07-25 15:23:03,4,9
2023-07-25 15:23:04,4,9
2023-07-25 15:23:06,3,9
2023-07-25 15:23:07,3,9
2023-07-25 15:23:08,3,9
2023-07-25 15:23:09,3,9
2023-07-25 15:23:10,3,9
2023-07-25 15:23:12,3,9
2023-07-25 15:23:13,3,9
2023-07-25 15:23:14,3,9
2023-07-25 15:23:15,3,9
2023-07-25 15:23:16,3,9
2023-07-25 15:23:17,3,9
2023-07-25 15:23:19,3,9
2023-07-25 15:23:20,3,9
2023-07-25 15:23:21,3,9
2023-07-25 15:23:22,3,9
2023-07-25 15:23:23,3,9
2023-07-25 15:23:24,3,9
2023-07-25 15:23:26,3,9
2023-07-25 15:23:27,3,9
2023-07-25 15:23:28,3,9
2023-07-25 15:23:29,3,9
2023-07-25 15:23:30,3,9
2023-07-25 15:23:31,3,9
2023-07-25 15:23:33,3,9
2023-07-25 15:23:34,3,9
2023-07-25 15:23:35,3,9
2023-07-25 15:23:36,3,9
2023-07-25 15:23:37,3,9
2023-07-25 15:23:38,3,9
2023-07-25 15:23:40,3,9
2023-07-25 15:23:41,3,9
2023-07-25 15:23:42,3,9
2023-07-25 15:23:43,3,9
2023-07-25 15:23:44,3,9
2023-07-25 15:23:45,3,9
2023-07-25 15:23:47,3,9
2023-07-25 15:23:48,3,9
2023-07-25 15:23:49,3,9
2023-07-25 15:23:50,3,9
2023-07-25 15:23:51,3,9
2023-07-25 15:23:52,3,9
2023-07-25 15:23:53,3,9
2023-07-25 15:23:55,3,9
2023-07-25 15:23:56,3,9
2023-07-25 15:23:57,3,9
2023-07-25 15:23:58,3,9
2023-07-25 15:23:59,3,9
2023-07-25 15:24:00,3,9
2023-07-25 15:24:02,3,9
2023-07-25 15:24:03,3,9
2023-07-25 15:24:04,3,9
2023-07-25 15:24:05,3,9
2023-07-25 15:24:06,3,9
2023-07-25 15:24:07,3,9
2023-07-25 15:24:08,3,9
2023-07-25 15:24:10,3,9
2023-07-25 15:24:11,3,9
2023-07-25 15:24:12,3,9
2023-07-25 15:24:13,3,9
2023-07-25 15:24:14,3,9
2023-07-25 15:24:15,3,9
2023-07-25 15:24:17,3,9
2023-07-25 15:24:18,3,9
2023-07-25 15:24:19,3,9
2023-07-25 15:24:20,3,9
2023-07-25 15:24:21,3,9
2023-07-25 15:24:22,3,9
2023-07-25 15:24:24,3,9
2023-07-25 15:24:25,3,9
2023-07-25 15:24:26,3,9
2023-07-25 15:24:27,3,9
2023-07-25 15:24:28,3,9
2023-07-25 15:24:29,3,9
2023-07-25 15:24:30,3,9
2023-07-25 15:24:32,3,9
2023-07-25 15:24:33,3,9
2023-07-25 15:24:34,3,9
2023-07-25 15:24:35,3,9
2023-07-25 15:24:36,3,9
2023-07-25 15:24:37,3,9
2023-07-25 15:24:39,3,9
2023-07-25 15:24:40,3,9
2023-07-25 15:24:41,3,9
2023-07-25 15:24:42,3,9
2023-07-25 15:24:43,3,9
2023-07-25 15:24:44,3,9
2023-07-25 15:24:46,3,9
2023-07-25 15:24:47,3,9
2023-07-25 15:24:48,3,9
2023-07-25 15:24:49,3,9
2023-07-25 15:24:50,3,9
2023-07-25 15:24:51,3,9
2023-07-25 15:24:53,3,9
2023-07-25 15:24:54,3,9
2023-07-25 15:24:55,3,9
2023-07-25 15:24:56,3,9
2023-07-25 15:24:57,3,9
2023-07-25 15:24:58,3,9
2023-07-25 15:24:59,3,9
2023-07-25 15:25:01,3,9
2023-07-25 15:25:02,3,9
2023-07-25 15:25:03,3,9
2023-07-25 15:25:04,3,9
2023-07-25 15:25:05,3,9
2023-07-25 15:25:06,3,9
2023-07-25 15:25:08,3,9
2023-07-25 15:25:09,3,9
2023-07-25 15:25:10,3,9
2023-07-25 15:25:11,3,9
2023-07-25 15:25:12,3,9
2023-07-25 15:25:13,3,9
2023-07-25 15:25:14,3,9
2023-07-25 15:25:16,3,9
2023-07-25 15:25:17,3,9
2023-07-25 15:25:18,3,9
2023-07-25 15:25:19,3,9
2023-07-25 15:25:20,3,9
2023-07-25 15:25:21,3,9
2023-07-25 15:25:23,3,9
2023-07-25 15:25:24,3,9
2023-07-25 15:25:25,3,9
2023-07-25 15:25:26,3,9
2023-07-25 15:25:27,3,9
2023-07-25 15:25:28,3,9
2023-07-25 15:25:30,3,9
2023-07-25 15:25:31,3,9
2023-07-25 15:25:32,3,9
2023-07-25 15:25:33,3,9
2023-07-25 15:25:34,3,9
2023-07-25 15:25:35,3,9
2023-07-25 15:25:36,3,9
2023-07-25 15:25:38,3,9
2023-07-25 15:25:39,3,9
2023-07-25 15:25:40,3,9
2023-07-25 15:25:41,3,9
2023-07-25 15:25:42,3,9
2023-07-25 15:25:43,3,9
2023-07-25 15:25:45,3,9
2023-07-25 15:25:46,3,9
2023-07-25 15:25:47,3,9
2023-07-25 15:25:48,3,9
2023-07-25 15:25:49,3,9
2023-07-25 15:25:50,3,9
2023-07-25 15:25:51,3,9
2023-07-25 15:25:53,3,9
2023-07-25 15:25:54,3,9
2023-07-25 15:25:55,3,9
2023-07-25 15:25:56,3,9
2023-07-25 15:25:57,3,9
2023-07-25 15:25:58,3,9
2023-07-25 15:26:00,3,9
2023-07-25 15:26:01,3,9
2023-07-25 15:26:02,3,9
2023-07-25 15:26:03,3,9
2023-07-25 15:26:04,3,9
2023-07-25 15:26:05,3,9
2023-07-25 15:26:06,3,9
2023-07-25 15:26:08,3,9
2023-07-25 15:26:09,3,9
2023-07-25 15:26:10,3,9
2023-07-25 15:26:11,3,9
2023-07-25 15:26:12,3,9
2023-07-25 15:26:13,3,9
2023-07-25 15:26:15,3,9
2023-07-25 15:26:16,3,9
2023-07-25 15:26:17,3,9
2023-07-25 15:26:18,3,9
2023-07-25 15:26:19,3,9
2023-07-25 15:26:20,3,9
2023-07-25 15:26:22,3,9
2023-07-25 15:26:23,3,9
2023-07-25 15:26:24,3,9
2023-07-25 15:26:25,3,9
2023-07-25 15:26:26,3,9
2023-07-25 15:26:27,3,9
2023-07-25 15:26:28,3,9
2023-07-25 15:26:30,3,9
2023-07-25 15:26:31,3,9
2023-07-25 15:26:32,3,9
2023-07-25 15:26:33,3,9
2023-07-25 15:26:34,3,9
2023-07-25 15:26:35,3,9
2023-07-25 15:26:37,3,9
2023-07-25 15:26:38,3,9
2023-07-25 15:26:39,3,9
2023-07-25 15:26:40,3,9
2023-07-25 15:26:41,3,9
2023-07-25 15:26:43,3,9
2023-07-25 15:26:44,3,9
2023-07-25 15:26:45,3,9
2023-07-25 15:26:46,3,9
2023-07-25 15:26:47,3,9
2023-07-25 15:26:48,3,9
2023-07-25 15:26:49,3,9
2023-07-25 15:26:51,3,9
2023-07-25 15:26:52,3,9
2023-07-25 15:26:53,3,9
2023-07-25 15:26:54,3,9
2023-07-25 15:26:55,3,9
2023-07-25 15:26:56,3,9
2023-07-25 15:26:57,3,9
2023-07-25 15:26:59,3,9
2023-07-25 15:27:00,3,9
2023-07-25 15:27:01,3,9
2023-07-25 15:27:02,3,9
2023-07-25 15:27:03,3,9
2023-07-25 15:27:04,3,9
2023-07-25 15:27:06,3,9
2023-07-25 15:27:07,3,9
2023-07-25 15:27:08,3,9
2023-07-25 15:27:09,3,9
2023-07-25 15:27:10,3,9
2023-07-25 15:27:11,3,9
2023-07-25 15:27:13,3,9
2023-07-25 15:27:14,3,9
2023-07-25 15:27:15,3,9
2023-07-25 15:27:16,3,9
2023-07-25 15:27:17,3,9
2023-07-25 15:27:18,3,9
2023-07-25 15:27:20,3,9
2023-07-25 15:27:21,3,9
2023-07-25 15:27:22,3,9
2023-07-25 15:27:23,3,9
2023-07-25 15:27:24,3,9
2023-07-25 15:27:25,3,9
2023-07-25 15:27:26,3,9
2023-07-25 15:27:28,3,9
2023-07-25 15:27:29,3,9
2023-07-25 15:27:30,3,9
2023-07-25 15:27:31,3,9
2023-07-25 15:27:32,3,9
2023-07-25 15:27:33,3,9
2023-07-25 15:27:35,3,9
2023-07-25 15:27:36,3,9
2023-07-25 15:27:37,3,9
2023-07-25 15:27:38,3,9
2023-07-25 15:27:39,3,9
2023-07-25 15:27:40,3,9
2023-07-25 15:27:42,3,9
2023-07-25 15:27:43,3,9
2023-07-25 15:27:44,3,9
2023-07-25 15:27:45,3,9
2023-07-25 15:27:46,3,9
2023-07-25 15:27:47,3,9
2023-07-25 15:27:48,3,9
2023-07-25 15:27:50,3,9
2023-07-25 15:27:51,3,9
2023-07-25 15:27:52,3,9
2023-07-25 15:27:53,3,9
2023-07-25 15:27:54,3,9
2023-07-25 15:27:55,3,9
2023-07-25 15:27:57,3,9
2023-07-25 15:27:58,3,9
2023-07-25 15:27:59,3,9
2023-07-25 15:28:00,3,9
2023-07-25 15:28:01,3,9
2023-07-25 15:28:02,3,9
2023-07-25 15:28:03,3,9
2023-07-25 15:28:05,3,9
2023-07-25 15:28:06,3,9
2023-07-25 15:28:07,3,9
2023-07-25 15:28:08,3,9
2023-07-25 15:28:09,3,9
2023-07-25 15:28:10,3,9
2023-07-25 15:28:12,3,6
2023-07-25 15:28:13,3,6
2023-07-25 15:28:14,3,6
2023-07-25 15:28:15,3,6
2023-07-25 15:28:16,3,6
2023-07-25 15:28:18,3,6
2023-07-25 15:28:19,3,6
2023-07-25 15:28:20,3,6
2023-07-25 15:28:21,3,6
2023-07-25 15:28:22,3,6
2023-07-25 15:28:23,3,6
2023-07-25 15:28:25,3,6
2023-07-25 15:28:26,3,6
2023-07-25 15:28:27,3,6
2023-07-25 15:28:28,3,6
2023-07-25 15:28:29,3,6
2023-07-25 15:28:30,3,6
2023-07-25 15:28:32,3,6
2023-07-25 15:28:33,3,8
2023-07-25 15:28:34,3,8
2023-07-25 15:28:35,3,8
2023-07-25 15:28:36,3,8
2023-07-25 15:28:37,3,8
2023-07-25 15:28:39,3,8
2023-07-25 15:28:40,3,8
2023-07-25 15:28:41,3,8
2023-07-25 15:28:42,3,8
2023-07-25 15:28:43,3,9
2023-07-25 15:28:44,3,9
2023-07-25 15:28:46,3,9
2023-07-25 15:28:47,3,9
2023-07-25 15:28:48,3,9
2023-07-25 15:28:49,3,9
2023-07-25 15:28:50,3,9
2023-07-25 15:28:51,3,9
2023-07-25 15:28:53,3,9
2023-07-25 15:28:54,3,9
2023-07-25 15:28:55,3,9
2023-07-25 15:28:56,3,9
2023-07-25 15:28:57,3,9
2023-07-25 15:28:58,3,9
2023-07-25 15:29:00,3,9
2023-07-25 15:29:01,3,9
2023-07-25 15:29:02,3,9
2023-07-25 15:29:03,3,9
2023-07-25 15:29:04,3,9
2023-07-25 15:29:05,3,9
2023-07-25 15:29:07,3,9
2023-07-25 15:29:08,3,9
2023-07-25 15:29:09,3,9
2023-07-25 15:29:10,3,9
2023-07-25 15:29:11,3,9
2023-07-25 15:29:13,3,9
2023-07-25 15:29:14,3,9
2023-07-25 15:29:15,3,9
2023-07-25 15:29:16,3,9
2023-07-25 15:29:17,3,9
2023-07-25 15:29:18,3,9
2023-07-25 15:29:19,3,9
2023-07-25 15:29:21,3,9
2023-07-25 15:29:22,3,9
2023-07-25 15:29:23,3,9
2023-07-25 15:29:24,3,9
2023-07-25 15:29:25,3,9
2023-07-25 15:29:26,3,9
2023-07-25 15:29:28,3,9
2023-07-25 15:29:29,3,9
2023-07-25 15:29:30,3,9
2023-07-25 15:29:31,3,9
2023-07-25 15:29:32,3,9
2023-07-25 15:29:33,3,9
2023-07-25 15:29:35,3,9
2023-07-25 15:29:36,3,9
2023-07-25 15:29:37,3,9
2023-07-25 15:29:38,3,9
2023-07-25 15:29:39,3,9
2023-07-25 15:29:40,3,9
2023-07-25 15:29:42,3,9
2023-07-25 15:29:43,3,9
2023-07-25 15:29:44,3,9
2023-07-25 15:29:45,3,9
2023-07-25 15:29:46,3,9
2023-07-25 15:29:47,3,9
2023-07-25 15:29:48,3,9
2023-07-25 15:29:50,3,9
2023-07-25 15:29:51,3,9
2023-07-25 15:29:52,3,9
2023-07-25 15:29:53,3,9
2023-07-25 15:29:54,3,9
2023-07-25 15:29:55,3,9
2023-07-25 15:29:57,3,9
2023-07-25 15:29:58,3,9
2023-07-25 15:29:59,3,9
2023-07-25 15:30:00,3,9
2023-07-25 15:30:01,3,9
2023-07-25 15:30:02,3,9
2023-07-25 15:30:04,3,9
2023-07-25 15:30:05,3,9
2023-07-25 15:30:06,3,9
2023-07-25 15:30:07,3,9
2023-07-25 15:30:08,3,9
2023-07-25 15:30:09,3,9
2023-07-25 15:30:11,3,9
2023-07-25 15:30:12,3,9
2023-07-25 15:30:13,3,9
2023-07-25 15:30:14,3,9
2023-07-25 15:30:15,3,9
2023-07-25 15:30:16,3,9
2023-07-25 15:30:18,3,9
2023-07-25 15:30:19,3,9
2023-07-25 15:30:20,3,9
2023-07-25 15:30:21,3,9
2023-07-25 15:30:22,3,9
2023-07-25 15:30:23,3,9
2023-07-25 15:30:25,3,9
2023-07-25 15:30:26,3,9
2023-07-25 15:30:27,3,9
2023-07-25 15:30:28,3,9
2023-07-25 15:30:29,3,9
2023-07-25 15:30:30,3,9
2023-07-25 15:30:32,3,9
2023-07-25 15:30:33,3,9
2023-07-25 15:30:34,3,9
2023-07-25 15:30:35,3,9
2023-07-25 15:30:36,3,9
2023-07-25 15:30:37,3,9
2023-07-25 15:30:38,3,9
2023-07-25 15:30:40,3,9
2023-07-25 15:30:41,3,9
2023-07-25 15:30:42,3,9
2023-07-25 15:30:43,3,9
2023-07-25 15:30:44,3,9
2023-07-25 15:30:45,3,9
2023-07-25 15:30:47,3,9
2023-07-25 15:30:48,3,9
2023-07-25 15:30:49,3,9
2023-07-25 15:30:50,3,9
2023-07-25 15:30:51,3,9
2023-07-25 15:30:53,3,9
2023-07-25 15:30:54,3,9
2023-07-25 15:30:55,3,9
2023-07-25 15:30:56,3,9
2023-07-25 15:30:57,3,9
2023-07-25 15:30:58,3,9
2023-07-25 15:30:59,3,9
2023-07-25 15:31:01,3,9
2023-07-25 15:31:02,3,9
2023-07-25 15:31:03,3,9
2023-07-25 15:31:04,3,9
2023-07-25 15:31:05,3,9
2023-07-25 15:31:06,3,9
2023-07-25 15:31:08,3,9
2023-07-25 15:31:09,3,9
2023-07-25 15:31:10,3,9
2023-07-25 15:31:11,3,9
2023-07-25 15:31:12,3,9
2023-07-25 15:31:13,3,9
2023-07-25 15:31:15,3,9
2023-07-25 15:31:16,3,9
2023-07-25 15:31:17,3,9
2023-07-25 15:31:18,3,9
2023-07-25 15:31:19,3,9
2023-07-25 15:31:20,3,9
2023-07-25 15:31:22,3,9
2023-07-25 15:31:23,3,9
2023-07-25 15:31:24,3,9
2023-07-25 15:31:25,3,9
2023-07-25 15:31:26,3,9
2023-07-25 15:31:27,3,9
2023-07-25 15:31:29,3,9
2023-07-25 15:31:30,3,9
2023-07-25 15:31:31,3,9
2023-07-25 15:31:32,3,9
2023-07-25 15:31:33,3,9
2023-07-25 15:31:34,3,9
2023-07-25 15:31:36,3,9
2023-07-25 15:31:37,3,9
2023-07-25 15:31:38,3,9
2023-07-25 15:31:39,3,9
2023-07-25 15:31:40,3,9
2023-07-25 15:31:41,3,9
2023-07-25 15:31:43,3,9
2023-07-25 15:31:44,3,9
2023-07-25 15:31:45,3,9
2023-07-25 15:31:46,3,9
2023-07-25 15:31:47,3,9
2023-07-25 15:31:48,3,9
2023-07-25 15:31:50,3,9
2023-07-25 15:31:51,3,9
2023-07-25 15:31:52,3,9
2023-07-25 15:31:53,3,9
2023-07-25 15:31:54,3,9
2023-07-25 15:31:55,3,9
2023-07-25 15:31:57,3,9
2023-07-25 15:31:58,3,9
2023-07-25 15:31:59,3,9
2023-07-25 15:32:00,3,9
2023-07-25 15:32:01,3,9
2023-07-25 15:32:02,3,9
2023-07-25 15:32:03,3,9
2023-07-25 15:32:05,3,9
2023-07-25 15:32:06,3,9
2023-07-25 15:32:07,3,9
2023-07-25 15:32:08,3,9
2023-07-25 15:32:09,3,9
2023-07-25 15:32:10,3,9
2023-07-25 15:32:12,3,9
2023-07-25 15:32:13,3,9
2023-07-25 15:32:14,3,9
2023-07-25 15:32:15,3,9
2023-07-25 15:32:16,3,9
2023-07-25 15:32:17,3,9
2023-07-25 15:32:19,3,9
2023-07-25 15:32:20,3,9
2023-07-25 15:32:21,3,9
2023-07-25 15:32:22,3,9
2023-07-25 15:32:23,3,9
2023-07-25 15:32:24,3,9
2023-07-25 15:32:26,3,9
2023-07-25 15:32:27,3,9
2023-07-25 15:32:28,3,9
2023-07-25 15:32:29,3,9
2023-07-25 15:32:30,3,9
2023-07-25 15:32:31,3,9
2023-07-25 15:32:33,3,9
2023-07-25 15:32:34,3,9
2023-07-25 15:32:35,3,9
2023-07-25 15:32:36,3,9
2023-07-25 15:32:37,3,9
2023-07-25 15:32:38,3,9
2023-07-25 15:32:40,3,9
2023-07-25 15:32:41,3,9
2023-07-25 15:32:42,3,9
2023-07-25 15:32:43,3,9
2023-07-25 15:32:44,3,9
2023-07-25 15:32:45,3,9
2023-07-25 15:32:46,3,9
2023-07-25 15:32:48,3,9
2023-07-25 15:32:49,3,9
2023-07-25 15:32:50,3,9
2023-07-25 15:32:51,3,9
2023-07-25 15:32:52,3,9
2023-07-25 15:32:53,3,9
2023-07-25 15:32:55,3,9
2023-07-25 15:32:56,3,9
2023-07-25 15:32:57,3,9
2023-07-25 15:32:58,3,9
2023-07-25 15:32:59,3,9
2023-07-25 15:33:00,3,9
2023-07-25 15:33:02,3,9
2023-07-25 15:33:03,3,9
2023-07-25 15:33:04,3,9
2023-07-25 15:33:05,3,9
